Title,First air date,End date,Rating,Genres,Status,Network,Summary
Blue Bloods,2010/09/24,2024/12/13,8.1,"[""Drama"", ""Crime""]",Ended,CBS,"Blue Bloods is a drama about a multi-generational family of cops dedicated to New York City law enforcement. Frank Reagan is the New York Police Commissioner and heads both the police force and the Reagan brood. He runs his department as diplomatically as he runs his family, eve…"
The Good Wife,2009/09/22,2016/05/08,8.1,"[""Drama"", ""Crime"", ""Legal""]",Ended,CBS,"The Good Wife follows Alicia Florrick, a wife and mother who boldly assumes full responsibility for her family and re-enters the workforce after her husband's very public sex and political corruption scandal lands him in jail. Pushing aside the betrayal and crushing public humil…"
Boardwalk Empire,2010/09/19,2014/10/26,8.4,"[""Drama"", ""Crime""]",Ended,HBO,"As the country struggles to cope with the Great Depression and the end of Prohibition looms, Nucky Thompson looks to legitimize himself through alliances with liquor producers, while rivals Lucky Luciano and Meyer Lansky seek to consolidate their power in the wake of Arnold Roth…"
Law & Order: Special Victims Unit,1999/09/20,,7.9,"[""Drama"", ""Crime"", ""Legal""]",Running,NBC,"In the criminal justice system, sexually-based offenses are considered especially heinous. In New York City, the dedicated detectives who investigate these vicious felonies are members of an elite squad known as the Special Victims Unit. These are their stories."
Dominion,2014/06/19,2015/10/01,7.2,"[""Action"", ""Adventure"", ""Fantasy""]",Ended,Syfy,"Dominion is an epic supernatural drama set in the near future. Specifically, 25 years after ""The Extinction War,"" when an army of lower angels, assembled by the archangel Gabriel, waged war against mankind. The archangel Michael, turning against his own kind, chose to side with…"
From Dusk Till Dawn: The Series,2014/03/11,2016/11/01,6.6,"[""Action"", ""Crime"", ""Horror""]",Ended,El Rey Network,"From Dusk Till Dawn: The Series, based on the thrill-ride film of the same name, is a supernatural crime saga centered around bank robber, Seth Gecko and his violent, unpredictable brother, Richard ""Richie"" Gecko, who are wanted by the FBI and Texas Rangers Earl McGraw and Fredd…"
Justified,2010/03/16,2015/04/14,8.7,"[""Drama"", ""Crime"", ""Western""]",Ended,FX,"Deputy U.S. Marshal Raylan Givens is something of a 19th century-style officer in modern times, whose unconventional enforcement of justice makes him a target with criminals and a problem for his superiors in the U.S. Marshals Service. As a result of an eager but ""justified"" sho…"
Bob's Burgers,2011/01/09,,8.0,"[""Comedy"", ""Family""]",Running,FOX,"The series follows Bob who runs Bob's Burgers, with the help of his wife and their three kids. Bob has big ideas about burgers, but the rest of the clan falls short on service. Despite the greasy counters and lousy location, the Belchers are determined to make every ""Grand Re-Re…"
Mulaney,2014/10/05,2015/02/15,6.0,"[""Comedy"", ""Family""]",Ended,FOX,John Mulaney is a 29-year-old comedian working the stand-up circuit and looking for his big break. But life drastically changes when self-centered comedy legend and game show host Lou Cannon hires Mulaney as a writer. Lou may be John's entrée into the world of big-money show bus…
CSI: Crime Scene Investigation,2000/10/06,2015/09/27,8.1,"[""Drama"", ""Action"", ""Crime""]",Ended,CBS,"CSI: Crime Scene Investigation is a drama about a team of forensic investigators trained to solve criminal cases by scouring the crime scene, collecting irrefutable evidence and finding the missing pieces that solve the mystery."
Gracepoint,2014/10/02,2014/12/11,7.8,"[""Drama"", ""Crime"", ""Mystery""]",Ended,FOX,"When a young boy is found dead on an idyllic beach, a major police investigation gets underway in the small California seaside town where the tragedy occurred. Soon deemed a homicide, the case sparks a media frenzy, which throws the boy's family into further turmoil and upends t…"
Once Upon a Time,2011/10/23,2018/05/18,7.5,"[""Drama"", ""Fantasy"", ""Romance""]",Ended,ABC,"Once Upon a Time is Fairy Tale Land. It's filled with magic, monsters and all of the characters we all know from stories growing up. It's real, and so are the people in it. But unlike the ""happily ever after"" you may have heard about, their stories continued, and The Evil Queen…"
South Park,1997/08/13,,8.3,"[""Comedy""]",Running,Comedy Central,South Park is an adult comedy animation show centred around 4 children in the small town of south park. Its humour is often dark involving satirical elements and mocking current real-life events.
Survivor,2000/05/31,,7.3,"[""Adventure""]",Running,CBS,"Eighteen to twenty castaways will compete against each other on Survivor. All castaways will compete to outwit, outplay, outlast and ultimately be crowned Sole Survivor."
King of the Hill,1997/01/12,,7.6,"[""Comedy""]",Running,Hulu,"King of the Hill follows the life of Hank Hill, his wife Peggy, their 13-year-old son Bobby, their 18-year-old niece Luanne, her husband Lucky, their newborn baby girl Gracie and his beer guzzling neighborhood buddies, Dale, Bill and Boomhauer."
The Mentalist,2008/09/23,2015/02/18,8.2,"[""Drama"", ""Crime"", ""Mystery""]",Ended,CBS,"Patrick Jane, an independent consultant with the California Bureau of Investigation (CBI), has a remarkable track record for solving serious crimes by using his razor sharp skills of observation. Within the Bureau, Jane is notorious for his blatant lack of protocol and his semi-…"
Star Wars: Rebels,2014/09/29,2018/03/05,7.9,"[""Action"", ""Adventure"", ""Science-Fiction""]",Ended,Disney XD,"Star Wars Rebels, set five years before the events of Star Wars: Episode IV - A New Hope, tells the story of the Rebellion's beginnings while the Empire spreads tyranny through the galaxy."
House,2004/11/16,2012/05/21,8.8,"[""Drama"", ""Mystery"", ""Medical""]",Ended,FOX,"Sink your teeth into meaty drama and intrigue with House, FOX's take on mystery, where the villain is a medical malady and the hero is an irreverent, controversial doctor who trusts no one, least of all his patients.Dr. Gregory House is a maverick physician who is devoid of beds…"
Transparent,2014/09/26,2019/09/27,7.3,"[""Drama"", ""Comedy""]",Ended,Prime Video,"In Transparent, an LA family with serious boundary issues have their past and future unravel when a dramatic admission causes everyone's secrets to spill out."
Nikita,2010/09/09,2013/12/27,7.8,"[""Drama"", ""Action"", ""Crime""]",Ended,The CW,"When she was a deeply troubled teenager, Nikita was rescued from death row by a secret U.S. agency known only as Division, who trained her as a spy and assassin. Nikita was eventually betrayed by the only people she thought she could trust. Now, after three years in hiding, Niki…"
Lost,2004/09/22,2010/05/23,8.2,"[""Drama"", ""Adventure"", ""Supernatural""]",Ended,ABC,"Out of the blackness, the first thing Jack senses is pain. Then burning sun. A Bamboo forest. Smoke. Screams. With a rush comes the horrible awareness that the plane he was on tore apart in mid-air and crashed on a Pacific island. From there it's a blur, as his doctor's instinct…"
2 Broke Girls,2011/09/19,2017/04/17,7.2,"[""Comedy""]",Ended,CBS,"2 Broke Girls is a comedy about two young women waitressing at a greasy spoon diner who strike up an unlikely friendship in the hopes of launching a successful business - if only they can raise the cash. Sassy, streetwise Max Black works two jobs just to get by, one of which is…"
Selfie,2014/09/30,2014/12/30,7.1,"[""Comedy"", ""Romance""]",Ended,ABC,"Eliza Dooley has 263,000 followers who hang on to her every post, tweet and selfie. But one lonely day, she has a revelation: being friended is not the same as having actual friends. She asks marketing guru Henry to 'rebrand' her self-obsessed reputation and teach her how to con…"
Mom,2013/09/23,2021/05/13,7.7,"[""Comedy"", ""Family""]",Ended,CBS,"Christy is a single mom who, after years of questionable choices, is now sober and trying to get her life on track. She's tested daily by her newly sober mother, Bonnie, who is trying to make up for all the ways she's let Christy down. Christy is further challenged by her relati…"
The Affair,2014/10/12,2019/11/03,7.7,"[""Drama"", ""Romance""]",Ended,Paramount+ with Showtime,"At once deeply observed and intriguingly elusive, The Affair explores the emotional effects of an extramarital relationship.Noah is a New York City schoolteacher and novelist who is happily married, but resents his dependence on his wealthy father-in-law. Alison is a young waitr…"
Jane the Virgin,2014/10/13,2019/07/31,7.4,"[""Drama"", ""Crime"", ""Romance""]",Ended,The CW,"When Jane Villanueva was a young girl, her grandmother, Alba, convinced her of two things: telenovelas are the highest form of entertainment, and women must protect their virginity at all costs. Jane the Virgin, although she has always tried to be the good girl who does the righ…"
Marry Me,2014/10/14,2015/05/14,5.4,"[""Comedy""]",Ended,NBC,"Six years ago, Annie and Jake bonded over their mutual love of nachos and they've been inseparable ever since. Now, after returning from a romantic two-week island vacation, Jake's all set to pop the question. Before he can ask, though, Annie lets loose on Jake for his inability…"
Two and a Half Men,2003/09/22,2015/02/19,6.6,"[""Comedy""]",Ended,CBS,"Charlie is a well-to-do bachelor with a house at the beach, a Jaguar in the front, and an easy way with women. His casual Malibu lifestyle is interrupted when his tightly wound brother Alan, who's facing a divorce, and his son Jake, come to live with him. Together, these two and…"
About a Boy,2014/02/22,2015/07/20,6.5,"[""Drama"", ""Comedy"", ""Romance""]",Ended,NBC,"Will Freeman lives a charmed existence as the ultimate man-child. After writing a hit song, he was granted a life of free time, free love and freedom from financial woes. He's single, unemployed and loving it. So imagine his surprise when Fiona, a needy, single mom and her oddly…"
The Millers,2013/10/03,2015/07/18,6.2,"[""Comedy""]",Ended,CBS,"The Millers follows Nathan Miller, a recently divorced local roving news reporter looking forward to living the singles life until his parents' marital problems unexpectedly derail his plans. After Nathan finally breaks the news of his divorce to his parents Carol and Tom, his f…"
Elementary,2012/09/27,2019/08/15,8.3,"[""Drama"", ""Crime"", ""Mystery""]",Ended,CBS,"Elementary is a modern-day take on the classic Sherlock Holmes story about a crime-solving duo that cracks the NYPD's most impossible cases. Following his fall from grace in London and a stint in rehab, eccentric Sherlock escapes to Manhattan where his wealthy father forces him…"
Heroes,2006/09/25,2010/02/08,7.7,"[""Drama"", ""Action"", ""Science-Fiction""]",Ended,NBC,"This epic chronicles the lives of ordinary people who discover they possess extraordinary abilities. As a total eclipse casts a shadow across the globe, viewers follow a genetics professor in India whose father's disappearance leads him to uncover a secret theory—there are peopl…"
The McCarthys,2014/10/30,2015/07/11,6.8,"[""Comedy"", ""Family""]",Ended,CBS,"The McCarthys is a multi-camera comedy about a close-knit, sports-crazed Boston family whose somewhat athletically challenged son, Ronny, is chosen by his father to be his assistant high school basketball coach, much to the surprise of his more qualified siblings. Ronny wants no…"
Cristela,2014/10/10,2015/04/17,7.0,"[""Comedy"", ""Legal""]",Ended,ABC,Cristela's dream of becoming a lawyer is something her traditional Mexican-American family doesn't quite understand. She's entering her sixth year of law school after juggling home obligations and working multiple jobs to pay her way.
The Leftovers,2014/06/29,2017/06/04,8.0,"[""Drama"", ""Science-Fiction"", ""Thriller""]",Ended,HBO,"Three years after millions of people—some 2% of the world's population—vanished into thin air, residents of Mapleton, NY weigh the pros and cons of a ""Heroes Day"" tribute to the local ""Departed"". Attempting to maintain a sense of normalcy in his strained community, police chief…"
Girls,2012/04/15,2017/04/16,6.4,"[""Drama"", ""Romance""]",Ended,HBO,This Emmy winning series is a comic look at the assorted humiliations and rare triumphs of a group of girls in their 20s.
Looking,2014/01/19,2015/03/22,7.2,"[""Drama"", ""Comedy"", ""Romance""]",Ended,HBO,"Looking offers up the unfiltered experiences of three close friends living - and loving - in modern-day San Francisco. Friendship may bind them, but each is at a markedly different point in his journey: Patrick is the 29-year-old video game designer getting back into the dating…"
Getting On,2013/11/24,2015/12/13,6.9,"[""Comedy"", ""Medical""]",Ended,HBO,"From creators Mark V. Olsen and Will Scheffer, the series follows the daily lives of nurses and doctors as they struggle with the darkly comic realities of caring for the elderly in an overwhelmed healthcare system, skewering the petty bureaucracies of modern medical practice in…"
Veep,2012/04/22,2019/05/12,8.0,"[""Comedy""]",Ended,HBO,"Former Senator Selina Meyer has accepted the call to serve as Vice President of the United States. The job is nothing like she imagined and everything she was warned about. Veep follows Meyer and her staff as they attempt to make their mark and leave a lasting legacy, without ge…"
Silicon Valley,2014/04/06,2019/12/08,8.4,"[""Comedy""]",Ended,HBO,"In the high-tech gold rush of modern Silicon Valley, the people most qualified to succeed are the least capable of handling success. From Mike Judge comes this satire about a programmer whose game-changing algorithm becomes the subject of a valley-wide bidding war."
The Comeback,2005/06/05,,7.9,"[""Comedy""]",Running,HBO,"The limited comedy series stars Lisa Kudrow as the embattled Valerie Cherish, a fading TV ""It Girl"" who was once so desperate to stay in the spotlight that she allowed cameras to follow her every move as she appeared on a new sitcom - with disastrous results. Now, it's ten years…"
House of Lies,2012/01/08,2016/06/12,7.9,"[""Drama"", ""Comedy""]",Ended,Paramount+ with Showtime,"Charming, fast talking Marty Kaan and his crack team of management consultants know how to play the corporate game better than anyone, by using every dirty trick in the book to woo powerful CEOs and close huge deals. In the board rooms, barrooms, and bedrooms of the power elite,…"
Episodes,2011/01/09,2017/10/08,7.8,"[""Comedy""]",Ended,Paramount+ with Showtime,"Matt LeBlanc stars as Matt LeBlanc in Episodes, the hilarious comedy series about remaking a comedy series. When husband and wife writing team Sean and Beverly set out to reproduce their British TV hit for an American network, all of their worst fears come true as Hollywood live…"
Nurse Jackie,2009/06/08,2015/06/28,7.9,"[""Drama"", ""Comedy""]",Ended,Paramount+ with Showtime,"Every day is a matter of life and death in a hectic New York City hospital, but for Nurse Jackie that's the easiest part. Between chronic back pain that won't quit, and a personal life on the constant edge of collapse, it's going to take a white lie here, a bent rule there, and…"
Web Therapy,2011/07/19,2015/01/28,7.1,"[""Comedy""]",Ended,Paramount+ with Showtime,"Fiona Wallice is a therapist with little patience for her patients. Tired of hearing about people's problems for fifty long minutes, she devises a new treatment, the three-minute video chat. And still, the sessions end up being largely about her. If she's your therapist, you've…"
Masters of Sex,2013/09/29,2016/11/13,7.3,"[""Drama"", ""Romance"", ""History""]",Ended,Paramount+ with Showtime,"Masters of Sex is a drama that portrays the real-life pioneers of the science of human sexuality, William Masters and Virginia Johnson. The series chronicles the unusual lives, romance, and pop culture trajectory of Masters and Johnson. Their research touched off the sexual revo…"
Shameless,2011/01/09,2021/04/11,8.5,"[""Drama"", ""Comedy"", ""Family""]",Ended,Paramount+ with Showtime,"Shameless is a fiercely engaging and fearlessly twisted series. Chicagoan Frank Gallagher is the proud single dad of six smart, industrious, independent kids, who without him would be... perhaps better off. When Frank's not at the bar spending what little money they have, he's p…"
The Newsroom,2012/06/24,2014/12/14,8.4,"[""Drama""]",Ended,HBO,"The Newsroom follows the members of a cable news team on their quixotic mission to do the news well in the face of a fickle audience, corporate mandates and tangled personal relationships."
Ray Donovan,2013/06/30,2022/01/14,8.1,"[""Drama"", ""Action"", ""Crime""]",Ended,Paramount+ with Showtime,"Set in the sprawling mecca of the rich and famous, Ray Donovan does the dirty work for LA's top power players as the go-to guy who makes the problems of the city's celebrities, superstar athletes, and business moguls disappear. This powerful drama unfolds when his father is unex…"
Utopia,2014/09/07,2014/11/07,,[],Ended,FOX,"Get ready to witness the birth of a brave new world. On the daring unscripted series Utopia, 15 pioneering Americans wave goodbye - for an entire year - to the lives they've known, move to a remote location and set out to create a society from scratch. They've got limited suppli…"
Sanctuary,2008/10/03,2011/12/30,8.0,"[""Drama"", ""Adventure"", ""Science-Fiction""]",Ended,Syfy,"Sanctuary follows the adventures of the beautiful, enigmatic and always surprising Dr. Helen Magnus, a brilliant scientist who holds the secrets of a clandestine population and a group of strange and sometimes terrifying beings that hide among humans.Along with her new recruit,…"
Beauty & the Beast,2012/10/11,2016/09/15,7.4,"[""Action"", ""Romance"", ""Science-Fiction""]",Ended,The CW,"Detective Catherine Chandler is a smart, no-nonsense homicide detective. When she was a teenager, she witnessed the murder of her mother at the hands of two gunmen and herself was saved by someone – or something. Years have passed and while investigating a murder, Catherine disc…"
Twin Peaks,1990/04/08,2017/09/03,8.0,"[""Crime"", ""Mystery"", ""Supernatural""]",Ended,Paramount+ with Showtime,"Set in the fictional town of Twin Peaks in northeast Washington state, this is the story of FBI Special Agent Dale Cooper and his investigation of the murder of a popular local teenage schoolgirl, Laura Palmer."
The Americans,2013/01/30,2018/05/30,8.5,"[""Drama"", ""Espionage""]",Ended,FX,The Americans is a period drama about the complex marriage of two KGB spies posing as Americans in suburban Washington D.C. shortly after Ronald Reagan is elected President.
Fringe,2008/09/09,2013/01/18,8.6,"[""Drama"", ""Action"", ""Science-Fiction""]",Ended,FOX,"When an international flight lands at Boston's Logan Airport and the passengers and crew have all died grisly deaths, FBI Special Agent Olivia Dunham is called in to investigate. After her partner is nearly killed during the investigation, a desperate Olivia searches frantically…"
State of Affairs,2014/11/17,2015/02/16,6.5,"[""Drama"", ""Thriller""]",Ended,NBC,"Each day the President is faced with dozens of life and death decisions, and to prioritize the biggest international crises facing the country, one top CIA analyst — Charleston Tucker — assembles the President's Daily Briefing (PDB). This list of the most vital security issues f…"
Weeds,2005/08/07,2012/09/16,7.9,"[""Drama"", ""Comedy"", ""Crime""]",Ended,Paramount+ with Showtime,Weeds is based around an american widow (Nancy Botwin) with 2 children who begins selling cannabis for financial gain after the death of her husband. Her family become involved in more and more illegal activities as the show progresses.
Dexter,2006/10/01,2013/09/22,8.4,"[""Drama"", ""Crime"", ""Mystery""]",Ended,Paramount+ with Showtime,"He's smart, he's good looking, and he's got a great sense of humor. He's Dexter Morgan, everyone's favorite serial killer. As a Miami forensics expert, he spends his days solving crimes, and nights committing them. But Dexter lives by a strict code of honor that is both his savi…"
Carnivàle,2003/09/14,2005/03/27,8.0,"[""Drama"", ""Fantasy"", ""Horror""]",Ended,HBO,"Carnivàle is set in the United States during the Great Depression and Dust Bowl. In tracing the lives of two disparate groups of people, its overarching story depicts the battle between good and evil and the struggle between free will and destiny, the storyline mixes Christian t…"
Human Target,2010/01/17,2011/02/09,8.0,"[""Action"", ""Adventure"", ""Crime""]",Ended,FOX,"Christopher Chance is a unique private contractor/security expert/bodyguard hired when an unusual or imminent threat cannot be solved through normal means of protection. Chance works with his business partner and trusted friend, Winston, and hired gun, Guerrero, to integrate him…"
Banshee,2013/01/11,2016/05/20,8.6,"[""Drama"", ""Action"", ""Crime""]",Ended,Cinemax,"Banshee stars Antony Starr as Lucas Hood, an ex-con and master thief who assumes the identity of the sheriff of Banshee, Pennsylvania, where he continues his criminal activities, even as he's hunted by the shadowy gangsters he betrayed years earlier."
Bionic Woman,2007/09/26,2007/11/28,6.4,"[""Action"", ""Science-Fiction""]",Ended,NBC,"When a devastating car accident leaves Jaime Sommer at death's door, her only hope of survival is a cutting-edge, top-secret technology performed by her boyfriend, Dr. Will Anthros and with her new bionics come a covert life that she is not sure she is ready to lead."
Battlestar Galactica,2003/12/08,2009/10/27,8.7,"[""Drama"", ""Science-Fiction"", ""War""]",Ended,Syfy,"The world ended with no warning, and all that was left… was hope.A truce between the humans of the Twelve Colonies and the Cylons—intelligent robots designed by humankind—lasts for 40 tense and silent years. Battlestar Galactica picks up just as the Cylons commit mass genocide a…"
24,2001/11/06,2014/09/30,8.3,"[""Drama"", ""Action"", ""Thriller""]",Ended,FOX,"Jack Bauer, agent of CTU (Counter Terrorist Unit) faces threats against his country and himself in this action packed show. Each season contains of one day, each episode shows one hour of Jack Bauer's day. 24 is the only action show in real time and gained a lot of fans during t…"
Chuck,2007/09/24,2012/01/27,8.3,"[""Drama"", ""Comedy"", ""Action""]",Ended,NBC,"Chuck Bartowski is a computer geek that gets catapulted into a new career as the government's most vital secret agent. When Chuck opens an e-mail subliminally encoded with government secrets, he unwittingly downloads an entire server of sensitive data into his brain. With the go…"
Breaking Bad,2008/01/20,2019/10/11,9.2,"[""Drama"", ""Crime"", ""Thriller""]",Ended,AMC,"Breaking Bad follows protagonist Walter White, a chemistry teacher who lives in New Mexico with his wife and teenage son who has cerebral palsy. White is diagnosed with Stage III cancer and given a prognosis of two years left to live. With a new sense of fearlessness based on hi…"
Orange Is the New Black,2013/07/11,2019/07/26,7.9,"[""Drama"", ""Comedy"", ""Crime""]",Ended,Netflix,"Orange Is the New Black is the story of Piper Chapman, a woman in her thirties who is sentenced to fifteen months in prison after being convicted of a decade-old crime of transporting money for her drug-dealing girlfriend."
How I Met Your Mother,2005/09/19,2014/03/31,7.9,"[""Drama"", ""Comedy"", ""Romance""]",Ended,CBS,"How I Met Your Mother is a comedy about Ted and how he fell in love. It all starts when Ted's best friend, Marshall drops the bombshell that he's going to propose to his long-time girlfriend, Lilya kindergarten teacher. At that moment, Ted realizes that he had better get a move…"
Suits,2011/06/23,2019/09/25,8.2,"[""Drama"", ""Legal""]",Ended,USA Network,"Suits delves into the fast-paced, high-stakes world of a top Manhattan corporate law firm where hotshot associate Harvey Specter makes a risky move by hiring Mike Ross a brilliant but unmotivated college dropout, as his associate. As he becomes enmeshed in this unfamiliar world,…"
Parks and Recreation,2009/04/09,2015/02/24,8.2,"[""Comedy""]",Ended,NBC,Parks and Recreation is a comedy series based around the main character Leslie Knope (a bureaucrat) in the parks department of Pawnee.
House of Cards,2013/02/01,2018/11/02,8.2,"[""Drama"", ""Thriller""]",Ended,Netflix,"Based on the BBC miniseries of the same name, House of Cards follows Francis Underwood, the politician's politician – masterful, beguiling, charismatic and ruthless. He and his equally ambitious wife Claire will stop at nothing to ensure their ascendancy. This wicked political d…"
Teen Wolf,2011/06/05,2023/01/26,8.1,"[""Drama"", ""Romance"", ""Supernatural""]",Ended,MTV,"Always an outsider and often unnoticed, Scott McCall yearns to be recognized in some small way that takes him out of his typical state of high school anonymity. When his best friend, Stiles, convinces him to go into the woods one night to join a police search for a dead body, Sc…"
Pretty Little Liars,2010/06/08,2017/06/27,7.4,"[""Romance"", ""Thriller"", ""Mystery""]",Ended,Freeform,"Rosewood is a perfect little town. So quiet and pristine, you'd never guess it holds so many secrets. Some of the ugliest ones belong to the prettiest girls in town: Aria, Spencer, Hanna and Emily, four friends whose darkest secrets have been unraveling since Alison, the Queen B…"
The Legend of Korra,2012/04/14,2014/12/19,8.1,"[""Action"", ""Adventure"", ""Fantasy""]",Ended,Nickelodeon,Avatar Korra fights to keep Republic City safe from the evil forces of both the physical and spiritual worlds.
The Wire,2002/06/02,2008/03/09,8.9,"[""Drama"", ""Crime""]",Ended,HBO,"The first season of The Wire (2002) concentrated on the often-futile efforts of police to infiltrate a West Baltimore drug ring headed by Avon Barksdale and his lieutenant, Stringer Bell. In Seasons Two and Three, as the Barksdale investigation escalated, new storylines involvin…"
Firefly,2002/09/20,2002/12/20,8.9,"[""Drama"", ""Adventure"", ""Science-Fiction""]",Ended,FOX,"Five hundred years in the future, a renegade crew aboard a small spacecraft tries to survive as they travel the unknown parts of the galaxy and evade warring factions as well as authority agents out to get them."
Extant,2014/07/09,2015/09/09,7.3,"[""Drama"", ""Science-Fiction"", ""Thriller""]",Ended,CBS,Molly Woods is an astronaut who returns home from a year-long solo mission in space and tries to reconnect with her husband and son in their everyday life. Her experiences in space and home lead to events that ultimately will change the course of human history.
Black Sails,2014/01/25,2017/04/02,8.4,"[""Drama"", ""Action"", ""Adventure""]",Ended,STARZ,"1715. The Golden Age of Piracy. New Providence Island is a lawless territory, controlled by history's most notorious pirate captains. The most feared is Captain Flint.As the British Navy returns to redeem their land and exterminate Flint and his crew, another side of him emerges…"
Tyrant,2014/06/24,2016/09/07,7.8,"[""Drama"", ""Thriller""]",Ended,FX,Tyrant is a drama that follows a typical American family whose members find themselves embroiled in the geopolitical intrigue of a volatile Middle Eastern country. Barry Al-Fayeed is a California pediatrician who also happens to be the second son of a Middle Eastern dictator. Ba…
BoJack Horseman,2014/08/22,2020/01/31,7.9,"[""Drama"", ""Comedy""]",Ended,Netflix,"Meet the most beloved sitcom horse of the '90s, 20 years later. He's a curmudgeon with a heart of... not quite gold... but something like gold. Copper?"
Salem,2014/04/20,2017/01/25,6.9,"[""Drama"", ""Thriller"", ""Supernatural""]",Ended,NewsNation,"Set in 17th century colonial Massachusetts—a significant time in the history of American politics, religion and society— Salem brings you the real story behind the infamous witch trials. In Salem, witches are real, and they're behind it all. Salem Village and Salem Town feuded o…"
TURN: Washington's Spies,2014/04/06,2017/08/12,7.9,"[""Drama"", ""War""]",Ended,AMC,"Turn: Washington's Spies takes viewers into the stirring and treacherous world of the Revolutionary War and introduces Abraham Woodhull who, after aligning with a group of childhood friends, forms the Culper Ring--America's first spy ring."
Intelligence,2014/01/07,2014/03/31,6.6,"[""Action"", ""Science-Fiction""]",Ended,CBS,"Intelligence is a dramatic thriller about a high-tech intelligence operative enhanced with a super-computer microchip in his brain. With this implant, Gabriel Vaughn is the first human ever to be connected directly into the worldwide information grid and have complete access to…"
Believe,2014/03/10,2014/06/30,7.4,"[""Drama"", ""Action"", ""Fantasy""]",Ended,NBC,"Levitation, telekinesis, the ability to control nature and even predict the future... Since she was 2 years old, Bo has had gifts she could neither fully understand, nor control. Raised by a small group known as the ""True Believers,"" the orphaned girl has been safeguarded from h…"
Star-Crossed,2014/02/17,2014/05/12,6.9,"[""Drama"", ""Romance"", ""Science-Fiction""]",Ended,The CW,"When Emery was 6 years old, an alien spacecraft crash-landed in her small town. Whether they came in peace or with more sinister intentions didn't matter: a fierce battle erupted as humans fought for control over their new rivals, an alien species called the Atrians. In the mids…"
Crisis,2014/03/16,2014/06/21,7.1,"[""Drama"", ""Action"", ""Thriller""]",Ended,NBC,"It's field trip day for the students of Ballard High School, a place that educates the children of Washington, D.C.'s elite, top-of-their-industry CEOs, international diplomats, political power players and even the president's son. But when their bus is ambushed on a secluded ru…"
Halt and Catch Fire,2014/06/01,2017/10/14,8.2,"[""Drama""]",Ended,AMC,"Halt and Catch Fire is set roughly one year after IBM all but corners the market with the release of its first major product – the IBM PC. In this fictional drama, a former IBM executive, Joe MacMillan plans to reverse engineer the flagship product of his former employer and for…"
Hello Ladies,2013/09/29,2014/11/22,6.5,"[""Comedy""]",Ended,HBO,"Stewart is a gawky, 6' 7"" Englishman searching for the woman of his dreams in Los Angeles. Half as charming - and twice as desperate - as he thinks he is, he's obsessed with infiltrating the glamorous world of beautiful people, who won't let him in."
Dads,2013/09/17,2014/02/11,5.1,"[""Comedy""]",Ended,FOX,"Honor thy father. Way easier said than done. Especially when your dad's broke, living in your house and ruining your life. Dads explores the often treacherous terrain of the father-son landscape. This series follows two successful guys - and childhood best friends - now in their…"
Hannibal,2013/04/04,2015/08/29,8.2,"[""Drama"", ""Crime"", ""Horror""]",Ended,NBC,"Criminal profiler Will Graham is tasked by FBI agent Jack Crawford, the head of Behavioral Sciences, to help investigate the disappearances of eight young girls across Minnesota. Graham and Crawford's team investigate several subsequent murders, while also trying to catch the Ch…"
Bates Motel,2013/03/18,2017/04/24,7.9,"[""Drama"", ""Horror"", ""Thriller""]",Ended,A&E,"Bates Motel is a contemporary prequel to the genre-defining film Psycho, and gives viewers an intimate portrayal of how Norman Bates' psyche unravels through his teenage years.Following the tragic death of her husband, Norma Bates buys a motel on the outskirts of the idyllic coa…"
The Following,2013/01/21,2015/05/18,7.0,"[""Drama"", ""Crime"", ""Thriller""]",Ended,FOX,The FBI estimates there are currently over 300 active serial killers in the United States. What would happen if these killers had a way of communicating and connecting with each other? What if they were able to work together and form alliances across the country? What if one bri…
Da Vinci's Demons,2013/04/12,2015/10/24,8.0,"[""Drama"", ""Horror""]",Ended,Lionsgate+,"In a world where thought and faith are controlled, one man fights to set knowledge free. Leonardo da Vinci is tortured by a gift of superhuman genius. He finds himself in a conflict between truth and lies, religion and reason, past and future. His aspirations are used against hi…"
The Fosters,2013/06/03,2018/06/06,7.5,"[""Drama"", ""Family"", ""Romance""]",Ended,Freeform,"The Fosters is a critically-acclaimed series that centers on biracial lesbian couple Stef and Lena Foster, who are raising a multi-ethnic family mix of foster and biological kids. The second season will continue to explore the growing Fosters clan, with all the triumphs and trav…"
Mistresses,2013/06/03,2016/09/06,7.8,"[""Drama"", ""Romance""]",Ended,ABC,"Based on the hit UK television series of the same name, Mistresses is a provocative and thrilling drama about the scandalous lives of a sexy and sassy group of four girlfriends, each on her own path to self-discovery. These four friends find support and guidance with each other…"
The Tomorrow People,2013/10/09,2014/05/05,7.3,"[""Action"", ""Science-Fiction""]",Ended,The CW,"They are the next evolutionary leap of mankind, a generation of humans born with paranormal abilities - The Tomorrow People. Stephen Jameson stands at the crossroads between the world we know and the shifting world of the future. Up until a year ago, Stephen was a ""normal"" teena…"
Devious Maids,2013/06/23,2016/08/08,7.6,"[""Drama"", ""Crime""]",Ended,Lifetime,"Devious Maids is set in a world where murder and mayhem collide in the mansions of Beverly Hills' wealthiest and most powerful families. Class warfare has never been as fun and dirty as it is in the tiny enclave where the staff is as clever, witty and downright devilish as their…"
